customer_id,name,age,gender,country,plan_type,monthly_charge,tenure_months,watch_hours_per_week,num_profiles,logins_last_30_days,last_login_days_ago,preferred_genre,device_type,payment_method,payment_failures_3m,support_tickets,clv_score,clv_segment,churn_probability,churn,email
CUST01172,Watika Magar,23,Other,India,Basic,199,57,0.5,4,14,14,Thriller,Mobile,Credit Card,2,0,2168.73,Low,0.8088,1,watika_magar@rediffmail.com
CUST01173,Daksha Dasgupta,30,Male,India,Basic,199,15,2.1,2,9,5,Romance,Tablet,Credit Card,0,2,1857.56,Low,0.3777,1,daksha.dasgupta@ymail.com
CUST01174,Oeshi Pai,19,Male,India,Basic,199,30,2.4,2,8,1,Thriller,Laptop,UPI,0,0,5267.05,Medium,0.1177,0,oeshipai43@outlook.com
CUST01175,Alka Tara,35,Female,India,Basic,199,20,3.9,1,12,3,Comedy,Mobile,UPI,4,1,319.73,Low,0.9197,1,alka.tara@hotmail.com
CUST01176,Damini Ray,27,Female,Singapore,Standard,499,8,13,3,12,5,Thriller,Smart TV,Debit Card,0,2,2804.74,Low,0.2974,0,daminiray36@outlook.com
CUST01177,Matthew Bhandari,26,Male,India,Basic,199,16,3.9,3,20,1,Comedy,Smart TV,UPI,3,1,914.18,Low,0.7129,1,matthew172@rediffmail.com
CUST01178,Gayathri Bansal,29,Male,India,Basic,199,8,1.8,2,16,0,Documentary,Laptop,UPI,1,0,175.35,Low,0.8899,1,gayathri639@gmail.com
CUST01179,Radhika Kunda,30,Male,India,Standard,499,72,0.5,1,9,1,Comedy,Tablet,Wallet,0,0,22989.35,High,0.3601,1,radhika423@ymail.com
CUST01180,Bhavini Barad,37,Male,India,Standard,499,34,0.7,4,14,0,Thriller,Smart TV,Credit Card,0,1,6669.25,Medium,0.6069,1,bhavini.barad@outlook.com
CUST01181,Prisha Singh,34,Other,India,Premium,799,20,11.4,5,15,0,Thriller,Mobile,Wallet,0,0,12567.62,High,0.2135,1,prisha_singh@rediffmail.com
CUST01182,Mitali Roy,28,Other,India,Premium,799,29,4.7,2,18,0,Documentary,Smart TV,Wallet,2,0,18444.68,High,0.204,0,mitaliroy42@gmail.com
CUST01183,Gayathri Ram,36,Female,India,Basic,199,33,10.4,3,13,0,Drama,Mobile,Credit Card,0,0,5934.87,Medium,0.0963,0,gayathriram87@gmail.com
CUST01184,Bakhshi Deshpande,33,Other,India,Premium,799,33,9.2,2,9,1,Comedy,Smart TV,Debit Card,0,2,19734.76,High,0.2515,0,bakhshi_deshpande@yahoo.com
CUST01185,Triveni Murty,26,Male,India,Basic,199,32,1.2,2,12,13,Kids,Mobile,UPI,3,0,877.08,Low,0.8623,1,triveni115@hotmail.com
CUST01186,Abhimanyu Pandya,29,Female,Canada,Basic,199,30,1.2,1,17,4,Comedy,Tablet,Debit Card,0,3,2735.54,Low,0.5418,0,abhimanyupandya76@rediffmail.com
CUST01187,Gauri Dhar,28,Male,India,Premium,799,21,11.3,2,15,2,Comedy,Tablet,Debit Card,0,0,13193.3,High,0.2137,0,gauri_dhar@gmail.com
CUST01188,Hemangini Rai,34,Male,UK,Premium,799,54,10.2,4,12,4,Romance,Smart TV,Wallet,0,2,36979.08,High,0.1429,0,hemangini_rai@outlook.com
CUST01189,Xiti Vala,27,Other,India,Standard,499,22,3.8,1,13,0,Kids,Tablet,UPI,0,0,7532.25,Medium,0.3139,0,xiti_vala@outlook.com
CUST01190,Naveen Narayanan,26,Other,India,Standard,499,20,0.6,2,8,11,Documentary,Tablet,Debit Card,0,3,453.91,Low,0.9545,1,naveennarayanan46@outlook.com
CUST01191,Lakshit Venkataraman,45,Other,India,Standard,499,22,0.5,4,5,3,Kids,Mobile,Debit Card,0,0,3664.04,Medium,0.6662,1,lakshitvenkataraman52@yahoo.com
CUST01192,Aachal Dutta,37,Male,UK,Basic,199,24,2.7,1,14,3,Kids,Mobile,Debit Card,0,0,2736.43,Low,0.427,0,aachaldutta94@yahoo.com
CUST01193,Caleb Sankaran,23,Female,India,Basic,199,4,0.5,1,10,14,Drama,Tablet,Debit Card,0,0,351.79,Low,0.7054,1,calebsankaran3@ymail.com
CUST01194,Ikbal Bawa,34,Female,India,Basic,199,9,2.1,3,13,6,Kids,Mobile,Wallet,1,0,1139.8,Low,0.3636,0,ikbal.bawa@gmail.com
CUST01195,Rehaan Saran,30,Male,Canada,Basic,199,18,4.4,1,14,2,Thriller,Laptop,UPI,1,0,1690.84,Low,0.528,1,rehaan.saran@outlook.com
CUST01196,Charles Upadhyay,33,Female,India,Premium,799,3,1,1,13,13,Comedy,Mobile,Credit Card,0,2,876.64,Low,0.8171,0,charles.upadhyay@rediffmail.com
CUST01197,Aishani Goswami,31,Other,India,Standard,499,20,0.9,2,12,9,Comedy,Laptop,Credit Card,0,0,4040.13,Medium,0.5952,0,aishani.goswami@ymail.com
CUST01198,Ria D’Alia,39,Female,Canada,Premium,799,23,18.1,2,17,15,Documentary,Laptop,Wallet,0,1,10119.14,High,0.4494,1,ria.dalia@outlook.com
CUST01199,Udyati Narain,32,Other,India,Premium,799,6,7,4,12,0,Comedy,Laptop,Wallet,0,2,3377.41,Medium,0.2955,0,udyatinarain33@rediffmail.com
CUST01200,Abeer Prabhu,29,Male,India,Basic,199,11,21.8,3,6,15,Kids,Mobile,Credit Card,0,3,722.62,Low,0.6699,0,abeer.prabhu@yahoo.com
CUST01201,Alka Loyal,38,Female,India,Premium,799,47,3.4,2,13,3,Kids,Mobile,Debit Card,3,0,16963.3,High,0.5483,1,alka.loyal@hotmail.com
CUST01202,Divya Kale,31,Other,India,Basic,199,29,9,2,14,5,Romance,Laptop,Credit Card,0,0,5363.2,Medium,0.0707,0,divyakale67@ymail.com
CUST01203,Gaurang Naik,30,Female,India,Standard,499,28,1.8,5,11,1,Romance,Mobile,Debit Card,0,0,7437,Medium,0.4677,1,gaurang.naik@outlook.com
CUST01204,Yashawini Iyer,32,Male,India,Standard,499,43,7.7,1,15,0,Documentary,Mobile,UPI,1,0,19027.52,High,0.1132,0,yashawini.iyer@hotmail.com
CUST01205,Imaran Sundaram,29,Female,India,Basic,199,9,1.1,1,16,0,Comedy,Smart TV,Credit Card,1,0,312.97,Low,0.8253,1,imaransundaram26@outlook.com
CUST01206,Mohammed Basak,30,Female,India,Basic,199,6,0.5,5,9,2,Drama,Laptop,UPI,3,0,60.9,Low,0.949,1,mohammed_basak@hotmail.com
CUST01207,Indira Bhatnagar,25,Male,India,Basic,199,39,21.5,5,7,1,Action,Laptop,Wallet,0,0,7037.89,Medium,0.0932,0,indirabhatnagar53@ymail.com
CUST01208,Oeshi Thakur,23,Female,India,Basic,199,18,6.5,1,8,0,Comedy,Laptop,Debit Card,0,1,2169.18,Low,0.3944,0,oeshithakur71@gmail.com
CUST01209,Harinakshi Tella,22,Other,India,Basic,199,9,20.9,1,13,15,Thriller,Smart TV,Wallet,0,0,1442.35,Low,0.1947,0,harinakshitella62@ymail.com
CUST01210,Anita Rege,18,Male,India,Standard,499,4,3.2,2,12,6,Action,Tablet,Debit Card,0,0,1528.99,Low,0.4893,0,anita.rege@gmail.com
CUST01211,Nachiket Rao,22,Other,India,Basic,199,23,3.2,1,14,3,Documentary,Mobile,Credit Card,0,0,1346.05,Low,0.7059,1,nachiket695@gmail.com
CUST01212,Aahana Gade,28,Female,Singapore,Standard,499,17,4.1,3,13,6,Thriller,Laptop,Wallet,2,1,1165.06,Low,0.8627,1,aahana.gade@yahoo.com
CUST01213,Girish Sankar,30,Male,USA,Premium,799,14,9.8,1,12,4,Thriller,Smart TV,Debit Card,1,1,7199.96,Medium,0.3563,1,girish_sankar@ymail.com
CUST01214,Omisha Khanna,27,Other,India,Basic,199,1,6.7,1,15,0,Thriller,Laptop,Wallet,0,2,287.85,Low,0.7589,0,omisha_khanna@ymail.com
CUST01215,Dhruv Iyengar,18,Female,India,Standard,499,54,20.8,2,14,5,Kids,Mobile,Wallet,0,3,22520.26,High,0.1642,0,dhruv.iyengar@hotmail.com
CUST01216,Baljiwan Bhagat,42,Male,India,Premium,799,5,0.5,5,11,5,Thriller,Laptop,Wallet,3,2,86.28,Low,0.982,1,baljiwan_bhagat@yahoo.com
CUST01217,Ronith Sachar,38,Other,India,Premium,799,16,9.9,2,22,1,Documentary,Laptop,Debit Card,0,0,10057.7,High,0.2133,0,ronith330@hotmail.com
CUST01218,Ria Dutt,33,Female,UAE,Basic,199,14,3.2,2,10,1,Drama,Smart TV,UPI,3,0,1109.37,Low,0.6018,1,ria.dutt@ymail.com
CUST01219,Chaitaly Munshi,45,Other,India,Basic,199,30,1.6,5,10,2,Thriller,Laptop,UPI,1,3,655.13,Low,0.8903,1,chaitalymunshi18@gmail.com
CUST01220,Yashica Zachariah,22,Female,India,Basic,199,4,5.7,2,16,4,Documentary,Smart TV,Debit Card,4,2,134.12,Low,0.8877,1,yashica925@hotmail.com
CUST01221,Samar Vohra,45,Female,UK,Standard,499,28,5.6,2,6,0,Drama,Tablet,Wallet,2,2,8893.98,High,0.3634,0,samar.vohra@rediffmail.com
CUST01222,Ekani Jhaveri,22,Other,India,Standard,499,23,1.2,2,10,6,Drama,Mobile,Credit Card,0,1,2866.81,Low,0.7502,1,ekani.jhaveri@hotmail.com
CUST01223,Vincent Dhillon,31,Female,UK,Standard,499,11,1.8,1,12,2,Thriller,Smart TV,Wallet,1,0,1623.55,Low,0.7042,1,vincent995@outlook.com
CUST01224,Triveni Menon,19,Female,India,Basic,199,27,4.2,2,13,5,Drama,Tablet,UPI,0,2,3944.65,Medium,0.2658,1,triveni716@hotmail.com
CUST01225,Ijaya Kapadia,30,Female,India,Standard,499,20,4.2,2,12,13,Documentary,Tablet,Credit Card,0,0,5306.13,Medium,0.4683,1,ijayakapadia84@outlook.com
CUST01226,Vedant Doshi,33,Other,India,Standard,499,62,3.1,1,8,10,Documentary,Tablet,Debit Card,0,0,27584.78,High,0.1084,0,vedant.doshi@gmail.com
CUST01227,Nisha Bhattacharyya,28,Female,India,Standard,499,17,1.3,1,14,6,Thriller,Tablet,UPI,0,0,2562.02,Low,0.698,1,nisha436@yahoo.com
CUST01228,Qasim Sinha,35,Female,India,Standard,499,8,0.5,2,7,1,Kids,Mobile,Credit Card,0,1,1407.01,Low,0.6475,1,qasimsinha87@rediffmail.com
CUST01229,Advaith Bath,30,Other,India,Basic,199,28,28.1,2,9,6,Action,Tablet,Wallet,0,0,5248.53,Medium,0.0581,0,advaith_bath@rediffmail.com
CUST01230,Ethan Som,25,Male,UAE,Premium,799,15,23,1,8,5,Romance,Laptop,UPI,0,0,9870.57,High,0.1764,0,ethansom4@rediffmail.com
CUST01231,Zashil Balan,25,Male,India,Standard,499,19,5.3,1,15,7,Documentary,Smart TV,UPI,3,1,1088.81,Low,0.8852,0,zashil125@outlook.com
CUST01232,Michael Raman,36,Male,India,Standard,499,6,40,4,11,10,Romance,Tablet,Wallet,0,0,2251.42,Low,0.248,0,michael_raman@outlook.com
CUST01233,Hamsini Singhal,24,Other,UK,Standard,499,30,9,2,14,1,Action,Smart TV,Credit Card,0,0,13291.13,High,0.1121,0,hamsinisinghal41@ymail.com
CUST01234,Ayush Bala,37,Female,India,Premium,799,13,0.6,1,10,5,Thriller,Smart TV,Credit Card,0,1,3591.42,Medium,0.6542,1,ayush.bala@ymail.com
CUST01235,Noah Sunder,39,Other,India,Standard,499,24,1,3,9,1,Comedy,Smart TV,UPI,0,2,2973.62,Low,0.7517,0,noahsunder85@outlook.com
CUST01236,Nimrat Naidu,18,Male,India,Basic,199,72,19.8,1,9,2,Drama,Laptop,UPI,1,0,13181.12,High,0.08,0,nimrat689@outlook.com
CUST01237,Lucky Sachar,39,Other,India,Basic,199,16,8,3,9,3,Documentary,Tablet,UPI,2,1,857.86,Low,0.7306,1,lucky.sachar@yahoo.com
CUST01238,Neha Thaman,46,Female,India,Basic,199,33,14.8,3,8,2,Comedy,Tablet,Credit Card,0,1,5607.58,Medium,0.1461,0,nehathaman83@gmail.com
CUST01239,Sarthak Rajan,32,Male,Canada,Basic,199,17,18.3,3,11,4,Romance,Tablet,UPI,0,0,2718.62,Low,0.1964,1,sarthak882@rediffmail.com
CUST01240,Vamakshi Gupta,34,Female,India,Basic,199,11,4.8,3,18,7,Kids,Mobile,UPI,1,0,1038.77,Low,0.5255,1,vamakshi779@yahoo.com
CUST01241,Dipta Bajaj,38,Female,India,Basic,199,48,0.5,1,15,4,Drama,Laptop,Credit Card,0,0,3074.75,Medium,0.6781,0,dipta_bajaj@hotmail.com
CUST01242,Nachiket Shanker,27,Female,Canada,Standard,499,2,1.7,3,11,17,Drama,Mobile,UPI,0,1,179.94,Low,0.9399,1,nachiket238@gmail.com
CUST01243,Fiyaz Mani,31,Female,India,Basic,199,40,0.6,1,15,6,Drama,Smart TV,Debit Card,1,1,2813.78,Low,0.6465,0,fiyaz90@outlook.com
CUST01244,Yug Suri,19,Male,India,Standard,499,2,1.7,2,16,21,Kids,Smart TV,Credit Card,1,0,27,Low,0.991,1,yug.suri@outlook.com
CUST01245,Ranbir Prakash,31,Female,India,Basic,199,37,4.2,4,13,6,Documentary,Tablet,UPI,0,1,5980.74,Medium,0.1877,0,ranbir.prakash@outlook.com
CUST01246,Rachana Deshmukh,33,Female,India,Premium,799,20,1,2,17,3,Action,Laptop,Wallet,0,3,4770.84,Medium,0.7014,1,rachana.deshmukh@outlook.com
CUST01247,Mitesh Sharaf,34,Other,India,Basic,199,8,1.5,5,16,2,Drama,Tablet,Credit Card,1,0,663.32,Low,0.5833,1,mitesh.sharaf@gmail.com
CUST01248,Urvashi Som,38,Male,India,Premium,799,14,4.7,1,10,6,Kids,Mobile,Wallet,0,5,3223.8,Medium,0.7118,1,urvashi.som@rediffmail.com
CUST01249,Ubika Kumer,23,Male,India,Premium,799,32,3.3,2,7,5,Romance,Laptop,Debit Card,2,4,6168.37,Medium,0.7587,1,ubika_kumer@rediffmail.com
CUST01250,Rohan Raghavan,25,Female,Singapore,Standard,499,68,5,1,9,5,Drama,Smart TV,Wallet,0,2,25387.87,High,0.2518,0,rohan221@rediffmail.com
CUST01251,Imaran Dutta,45,Male,India,Standard,499,4,4.5,3,4,6,Comedy,Laptop,UPI,0,2,1615.87,Low,0.4603,1,imaran.dutta@hotmail.com
CUST01252,Laban Gandhi,28,Male,India,Standard,499,9,8.3,1,10,10,Documentary,Mobile,Credit Card,0,0,3744.49,Medium,0.1662,0,laban349@yahoo.com
CUST01253,George Sibal,31,Female,USA,Standard,499,5,22.1,1,11,1,Documentary,Laptop,Debit Card,3,0,1205,Low,0.5975,1,george382@ymail.com
CUST01254,Zayyan Keer,29,Other,UAE,Standard,499,17,0.9,1,11,4,Romance,Smart TV,Wallet,1,4,314.56,Low,0.9629,1,zayyankeer13@gmail.com
CUST01255,Charita Batra,23,Female,India,Premium,799,37,0.8,3,12,4,Documentary,Laptop,Debit Card,2,0,5213.72,Medium,0.8236,1,charita_batra@gmail.com
CUST01256,Ridhi Nadig,42,Other,India,Basic,199,4,15.3,1,15,1,Romance,Mobile,Debit Card,0,0,485.17,Low,0.5937,0,ridhi.nadig@rediffmail.com
CUST01257,Bina Dixit,25,Male,UK,Premium,799,19,5.6,4,14,22,Comedy,Laptop,Wallet,2,0,4464.06,Medium,0.7059,0,binadixit22@gmail.com
CUST01258,Gunbir Ramesh,20,Other,India,Standard,499,37,11.6,1,8,7,Romance,Laptop,Debit Card,2,1,8162.47,High,0.5579,0,gunbir748@ymail.com
CUST01259,Henry Dave,26,Female,Singapore,Basic,199,14,1.9,1,12,1,Drama,Laptop,Wallet,0,0,1286.26,Low,0.5383,1,henrydave33@gmail.com
CUST01260,Vedant More,18,Other,UK,Standard,499,23,14.1,2,8,2,Drama,Tablet,Credit Card,4,0,3068.69,Medium,0.7326,0,vedant962@yahoo.com
CUST01261,Krishna Goel,24,Female,India,Basic,199,45,20.6,5,19,6,Romance,Laptop,Debit Card,2,2,6236.63,Medium,0.3036,1,krishnagoel59@yahoo.com
CUST01262,Pooja Parekh,22,Female,India,Basic,199,7,8.1,1,10,0,Comedy,Mobile,UPI,4,0,236.61,Low,0.8301,1,pooja120@ymail.com
CUST01263,Bhanumati Sahota,34,Female,Canada,Basic,199,3,0.9,1,9,3,Comedy,Laptop,UPI,2,1,72.26,Low,0.9395,0,bhanumati.sahota@gmail.com
CUST01264,Deepa Modi,24,Other,India,Premium,799,25,18.1,3,11,2,Action,Laptop,Credit Card,1,0,18959.5,High,0.0508,0,deepamodi59@outlook.com
CUST01265,Meghana Brar,37,Male,India,Basic,199,25,12.6,2,7,9,Comedy,Mobile,Debit Card,3,0,1931.39,Low,0.6118,1,meghana.brar@outlook.com
CUST01266,Janya Karan,41,Other,India,Standard,499,13,11.1,3,11,7,Thriller,Mobile,Wallet,0,0,4833.07,Medium,0.255,0,janya868@rediffmail.com
CUST01267,Nathaniel Khalsa,36,Female,India,Standard,499,11,0.5,1,11,2,Comedy,Smart TV,Wallet,1,1,1249.04,Low,0.7724,0,nathanielkhalsa23@rediffmail.com
CUST01268,Ojasvi Andra,28,Female,Singapore,Basic,199,20,12.8,2,8,10,Documentary,Tablet,Wallet,0,2,2532.52,Low,0.3637,1,ojasvi116@ymail.com
CUST01269,Sathvik Manda,31,Other,India,Basic,199,7,1.2,1,12,12,Kids,Mobile,Debit Card,1,1,334.21,Low,0.7601,0,sathvik_manda@ymail.com
CUST01270,Chakradev Varkey,18,Female,UK,Basic,199,7,2,2,14,4,Action,Smart TV,Wallet,1,0,956.69,Low,0.3132,1,chakradevvarkey50@rediffmail.com
CUST01271,Hemal Basak,28,Female,India,Basic,199,32,6.9,3,18,0,Thriller,Laptop,Debit Card,1,2,3288.18,Medium,0.4836,0,hemal_basak@hotmail.com
CUST01272,Jairaj Aggarwal,23,Female,India,Standard,499,6,2.5,3,7,7,Drama,Mobile,Wallet,2,0,1776.01,Low,0.4068,1,jairajaggarwal58@hotmail.com
CUST01273,Wishi Chanda,35,Female,India,Basic,199,3,8.7,2,22,1,Documentary,Smart TV,Debit Card,0,0,871.76,Low,0.2699,0,wishi_chanda@yahoo.com
CUST01274,Dalbir Korpal,50,Female,India,Basic,199,11,7.5,4,11,3,Action,Mobile,Debit Card,0,2,1599.5,Low,0.2693,0,dalbir_korpal@ymail.com
CUST01275,Kavya Gole,33,Other,UK,Basic,199,13,0.9,1,10,0,Documentary,Tablet,Debit Card,0,0,876.29,Low,0.6613,1,kavyagole95@ymail.com
CUST01276,Gauri Jaggi,18,Other,India,Basic,199,28,8.5,1,13,3,Romance,Smart TV,Wallet,0,1,4650.42,Medium,0.1654,0,gauri_jaggi@yahoo.com
CUST01277,Niharika Chawla,27,Other,India,Basic,199,12,20.6,3,16,2,Drama,Smart TV,UPI,1,0,1507.62,Low,0.3687,0,niharikachawla45@ymail.com
CUST01278,Varenya Ahluwalia,30,Female,USA,Standard,499,51,1.4,3,13,5,Thriller,Tablet,Wallet,0,0,13144.31,High,0.4835,0,varenyaahluwalia84@ymail.com
CUST01279,Omaja Naik,30,Male,India,Standard,499,21,7.3,1,10,0,Documentary,Mobile,Credit Card,0,1,6239.82,Medium,0.4045,0,omaja_naik@rediffmail.com
CUST01280,Ekbal Shukla,24,Male,India,Standard,499,9,3.3,3,12,4,Comedy,Smart TV,Debit Card,0,0,3511.7,Medium,0.2181,0,ekbal_shukla@ymail.com
CUST01281,Charita Sheth,31,Other,India,Basic,199,27,4.9,2,13,7,Thriller,Smart TV,Credit Card,0,0,4896.21,Medium,0.0887,0,charita606@rediffmail.com
CUST01282,Qushi Ratta,20,Female,USA,Basic,199,50,2.7,3,9,0,Documentary,Mobile,Wallet,1,0,7453.11,Medium,0.2509,0,qushi_ratta@ymail.com
CUST01283,Devika Bhandari,22,Male,Canada,Standard,499,31,3.5,4,13,6,Comedy,Mobile,Credit Card,1,0,13408.81,High,0.1332,0,devika.bhandari@outlook.com
CUST01284,Radhika Sagar,35,Other,USA,Basic,199,4,0.5,2,10,0,Action,Smart TV,Credit Card,0,2,163.73,Low,0.8629,1,radhika.sagar@gmail.com
CUST01285,Sanya Mital,21,Male,India,Standard,499,14,31.9,1,12,5,Romance,Laptop,Wallet,1,2,3788.86,Medium,0.4576,0,sanya_mital@ymail.com
CUST01286,Radha Gola,34,Other,India,Standard,499,24,7.8,3,14,3,Kids,Smart TV,UPI,0,1,8418.14,High,0.2971,0,radha_gola@yahoo.com
CUST01287,Reyansh Rau,19,Male,India,Premium,799,30,5.6,3,14,4,Documentary,Tablet,Credit Card,1,0,22165.28,High,0.0753,0,reyansh_rau@yahoo.com
CUST01288,Ranbir Tailor,44,Female,India,Premium,799,17,3.9,1,10,2,Thriller,Laptop,Credit Card,0,0,9947.32,High,0.2677,0,ranbir.tailor@yahoo.com
CUST01289,Amrita Brar,23,Male,India,Basic,199,15,6.2,2,14,1,Action,Laptop,Credit Card,4,1,385.93,Low,0.8707,1,amritabrar58@hotmail.com
CUST01290,Xavier Gera,28,Other,India,Standard,499,62,3.8,5,11,0,Drama,Laptop,Debit Card,0,0,25357.91,High,0.1804,0,xavier584@ymail.com
CUST01291,Mekhala Gala,32,Female,India,Basic,199,32,3.6,1,12,10,Comedy,Smart TV,UPI,1,0,5702.29,Medium,0.1045,0,mekhala_gala@yahoo.com
CUST01292,Niharika Kapur,25,Male,India,Basic,199,27,5,1,17,4,Comedy,Mobile,Debit Card,0,2,4037.03,Medium,0.2486,1,niharika58@ymail.com
CUST01293,Yamini Sibal,31,Other,India,Premium,799,12,2.6,1,15,20,Drama,Mobile,Debit Card,0,0,7639.68,Medium,0.2032,0,yamini_sibal@outlook.com
CUST01294,Rudra Chacko,34,Female,India,Standard,499,7,1.6,2,10,9,Documentary,Smart TV,Debit Card,0,1,1005.04,Low,0.7123,1,rudra_chacko@rediffmail.com
CUST01295,Dipta Gandhi,37,Male,India,Basic,199,27,6.5,4,14,10,Comedy,Mobile,UPI,0,0,4781.75,Medium,0.11,0,dipta899@yahoo.com
CUST01296,Agastya Shukla,36,Other,India,Standard,499,34,14.8,3,12,4,Romance,Laptop,Debit Card,2,2,6130.12,Medium,0.6387,1,agastya_shukla@yahoo.com
CUST01297,Harita Nori,28,Female,India,Premium,799,19,1.3,2,12,0,Comedy,Mobile,Credit Card,0,0,5579.37,Medium,0.6325,1,haritanori70@rediffmail.com
CUST01298,Urvi Kapadia,28,Female,UK,Basic,199,32,0.5,3,4,12,Romance,Smart TV,Credit Card,1,2,1408.94,Low,0.7787,1,urvi311@ymail.com
CUST01299,Falan Pal,48,Male,India,Basic,199,32,2.3,3,13,0,Romance,Laptop,Debit Card,1,0,4918.78,Medium,0.2276,0,falanpal88@yahoo.com
CUST01300,Wahab Parsa,37,Female,India,Standard,499,36,31.2,2,9,3,Comedy,Mobile,Credit Card,0,3,12633,High,0.2968,1,wahab.parsa@yahoo.com
CUST01301,Rehaan Hari,22,Female,India,Premium,799,4,14.1,1,17,9,Documentary,Tablet,Debit Card,0,0,3604.31,Medium,0.2482,1,rehaan_hari@outlook.com
CUST01302,Zayan Sundaram,30,Female,India,Standard,499,14,7.2,3,16,3,Thriller,Laptop,Credit Card,3,1,1762.07,Low,0.7478,1,zayansundaram34@rediffmail.com
CUST01303,Netra Keer,27,Other,India,Premium,799,28,21.2,2,12,0,Romance,Tablet,UPI,0,2,18904.49,High,0.155,0,netra_keer@rediffmail.com
CUST01304,Ubika Mitter,28,Male,India,Standard,499,20,4.7,1,14,2,Romance,Laptop,UPI,0,0,5761.63,Medium,0.4227,1,ubikamitter91@outlook.com
CUST01305,Samesh Baria,20,Male,India,Standard,499,32,32.7,2,7,22,Thriller,Laptop,Debit Card,1,0,9757.43,High,0.3889,1,samesh_baria@gmail.com
CUST01306,Nathan Golla,26,Other,India,Standard,499,27,2.8,5,12,41,Kids,Laptop,UPI,0,3,3305.22,Medium,0.7547,0,nathan_golla@rediffmail.com
CUST01307,Amaira Kaur,44,Other,India,Standard,499,1,2.2,2,8,6,Thriller,Tablet,Wallet,0,0,735.98,Low,0.7542,1,amaira_kaur@outlook.com
CUST01308,Aachal Wable,34,Female,UK,Basic,199,42,8.1,5,15,10,Comedy,Tablet,Debit Card,0,1,7015.38,Medium,0.1606,0,aachalwable91@gmail.com
CUST01309,Chandresh Talwar,18,Male,India,Basic,199,13,3.8,1,13,0,Kids,Smart TV,Wallet,4,0,362.69,Low,0.8598,1,chandreshtalwar67@yahoo.com
CUST01310,Yashawini Ahuja,39,Other,India,Basic,199,9,7.9,3,11,1,Action,Mobile,Wallet,0,1,1179.58,Low,0.3414,0,yashawini559@outlook.com
CUST01311,Sai Palla,38,Other,India,Basic,199,41,2.9,1,13,2,Documentary,Laptop,UPI,4,0,3119.94,Medium,0.6176,1,saipalla45@gmail.com
CUST01312,Dalbir Gole,27,Female,India,Basic,199,31,7.7,1,13,0,Romance,Smart TV,Credit Card,0,1,5317.94,Medium,0.138,0,dalbir_gole@ymail.com
CUST01313,Girish Gala,35,Other,India,Premium,799,45,2.6,2,14,2,Drama,Tablet,Credit Card,0,0,31854.93,High,0.114,0,girish983@hotmail.com
CUST01314,Harrison Radhakrishnan,23,Female,USA,Standard,499,24,0.5,2,13,0,Drama,Laptop,Debit Card,3,0,693.23,Low,0.9421,0,harrison.radhakrishnan@rediffmail.com
CUST01315,Kabir Magar,26,Female,India,Basic,199,14,19.5,3,9,3,Action,Laptop,UPI,0,0,1901.52,Low,0.3175,1,kabir364@gmail.com
CUST01316,Harini Hegde,41,Other,India,Basic,199,22,17.2,3,8,0,Thriller,Laptop,Debit Card,0,1,3030.5,Medium,0.3078,0,harinihegde83@yahoo.com
CUST01317,Anmol De,27,Female,India,Basic,199,7,28.3,2,12,1,Romance,Smart TV,Credit Card,0,0,958.42,Low,0.312,0,anmol_de@gmail.com
CUST01318,Turvi Dhar,18,Female,India,Premium,799,5,10.1,4,14,10,Action,Mobile,Credit Card,3,0,976.46,Low,0.7963,1,turvi_dhar@outlook.com
CUST01319,Mitali Rao,29,Female,India,Basic,199,11,9.2,2,5,1,Romance,Mobile,UPI,0,1,1526.23,Low,0.3028,1,mitali.rao@rediffmail.com
CUST01320,Rajata Mani,29,Female,Canada,Standard,499,54,6.5,1,11,0,Romance,Smart TV,Credit Card,1,0,21093.54,High,0.2172,0,rajata393@rediffmail.com
CUST01321,Jyoti Gara,39,Female,India,Premium,799,12,1.1,1,9,1,Thriller,Smart TV,UPI,0,2,3270.21,Medium,0.6589,1,jyotigara6@outlook.com
CUST01322,Devika Nigam,30,Male,India,Premium,799,3,1.7,2,8,8,Romance,Smart TV,Debit Card,0,1,879.54,Low,0.8165,1,devika.nigam@hotmail.com
CUST01323,Oliver Bhatt,26,Male,India,Basic,199,17,2.7,3,17,4,Romance,Laptop,Debit Card,0,1,2594.6,Low,0.233,0,oliver.bhatt@yahoo.com
CUST01324,Charles Balay,38,Other,India,Basic,199,12,17.7,1,14,4,Romance,Laptop,Credit Card,3,0,1048.36,Low,0.561,1,charlesbalay9@ymail.com
CUST01325,Warinder Reddy,30,Male,India,Standard,499,42,1.5,1,10,0,Documentary,Mobile,UPI,1,1,10582.99,High,0.495,1,warinder.reddy@ymail.com
CUST01326,Adya Korpal,23,Female,India,Basic,199,51,20.5,1,19,3,Kids,Tablet,Debit Card,1,0,7713.55,Medium,0.24,0,adya858@yahoo.com
CUST01327,Quincy Ganguly,39,Male,India,Basic,199,14,5.9,2,14,1,Thriller,Tablet,Debit Card,0,2,1979.24,Low,0.2896,0,quincyganguly10@ymail.com
CUST01328,Avni Hans,31,Other,India,Basic,199,24,10.1,1,8,2,Thriller,Tablet,UPI,0,0,3535.04,Medium,0.2598,1,avni_hans@gmail.com
